120	6	18	0	4	1	3	2	2.5510787963867188e-05
120	6	18	1	4	1	3	2	7.224082946777344e-05
120	6	18	10	4	1	3	2	0.48696422576904297
120	6	18	4	4	1	3	2	5.745887756347656e-05
180	12	19	0	0	0	6	0	1.4781951904296875e-05
180	12	19	1	0	0	6	0	5.841255187988281e-05
180	12	19	10	0	0	6	0	1.8148632049560547
180	12	19	4	0	0	6	0	7.963180541992188e-05
240	18	8	0	0	0	9	0	1.1444091796875e-05
240	18	8	1	0	0	9	0	3.886222839355469e-05
240	18	8	10	0	0	9	0	0.24133944511413574
240	18	8	4	0	0	9	0	7.963180541992188e-05
300	40	25	0	4	2	16	2	2.0503997802734375e-05
300	40	25	1	4	2	16	2	9.632110595703125e-05
300	40	25	10	4	2	16	2	9.37956428527832
300	40	25	4	4	2	16	2	0.00019121170043945312
360	58	18	0	18	2	16	10	1.7404556274414062e-05
360	58	18	1	18	2	16	10	0.00011944770812988281
360	58	18	10	18	2	16	10	3.3672711849212646
360	58	18	4	18	2	16	10	0.0001595020294189453
420	62	16	0	18	2	18	9	1.7404556274414062e-05
420	62	16	1	18	2	18	9	0.0001373291015625
420	62	16	10	18	2	18	9	2.735344409942627
420	62	16	4	18	2	18	9	0.0001704692840576172
480	70	21	0	10	3	19	10	1.9311904907226562e-05
480	70	21	1	24	2	19	13	0.00018095970153808594
480	70	21	10	20	4	19	16	5.347648859024048
480	70	21	4	20	4	19	16	0.00019598007202148438
540	52	19	0	2	1	15	2	1.6689300537109375e-05
540	52	19	1	2	1	15	2	0.00011968612670898438
540	52	19	10	2	1	15	2	4.1550397872924805
540	52	19	4	2	1	15	2	0.00015854835510253906
600	74	19	0	10	3	25	7	1.8835067749023438e-05
600	74	19	1	16	1	25	8	0.00011515617370605469
600	74	19	10	22	4	25	13	4.978790521621704
600	74	19	4	22	4	25	13	0.00027370452880859375
660	78	17	0	17	2	22	9	1.7642974853515625e-05
660	78	17	1	17	2	22	9	0.0001647472381591797
660	78	17	10	17	2	22	9	3.9967691898345947
660	78	17	4	17	2	22	9	0.0002219676971435547
720	68	22	0	16	4	22	11	2.0503997802734375e-05
720	68	22	1	24	4	22	14	0.00020599365234375
720	68	22	10	34	5	22	23	6.405278205871582
720	68	22	4	18	5	22	18	0.00021982192993164062
780	72	18	0	11	3	24	7	1.8835067749023438e-05
780	72	18	1	13	1	24	10	0.0001323223114013672
780	72	18	10	22	5	24	21	3.2570056915283203
780	72	18	4	14	4	24	11	0.00021696090698242188
840	68	15	0	2	1	24	1	1.621246337890625e-05
840	68	15	1	2	1	24	1	0.00010061264038085938
840	68	15	10	2	1	24	1	3.286405563354492
840	68	15	4	2	1	24	1	0.00026679039001464844
900	76	15	0	12	1	25	6	1.5974044799804688e-05
900	76	15	1	12	1	25	8	9.036064147949219e-05
900	76	15	10	16	2	25	14	2.8981802463531494
900	76	15	4	12	1	25	6	0.00022149085998535156
960	88	25	0	8	1	25	4	2.2411346435546875e-05
960	88	25	1	8	1	25	4	0.00015735626220703125
960	88	25	10	13	2	25	9	14.78459119796753
960	88	25	4	13	2	25	9	0.00027751922607421875
1020	80	19	0	12	3	22	13	1.8596649169921875e-05
1020	80	19	1	21	1	22	14	0.0001728534698486328
1020	80	19	10	23	5	22	30	3.7051398754119873
1020	80	19	4	26	5	22	25	0.00020575523376464844
1080	76	14	0	29	2	21	16	1.7642974853515625e-05
1080	76	14	1	29	2	21	16	0.00014543533325195312
1080	76	14	10	29	2	21	16	2.165229320526123
1080	76	14	4	29	2	21	16	0.00018286705017089844
1140	100	30	0	16	5	24	11	2.3603439331054688e-05
1140	100	30	1	19	4	24	12	0.00026297569274902344
