120	3	18	0	0	0	3	0	1.9788742065429688e-05
120	3	18	1	0	0	3	0	7.152557373046875e-05
120	3	18	10	0	0	3	0	0.7940399646759033
120	3	18	4	0	0	3	0	5.841255187988281e-05
180	6	19	0	0	0	6	0	1.5020370483398438e-05
180	6	19	1	0	0	6	0	5.316734313964844e-05
180	6	19	10	0	0	6	0	1.8165595531463623
180	6	19	4	0	0	6	0	8.249282836914062e-05
240	9	8	0	0	0	9	0	1.4543533325195312e-05
240	9	8	1	0	0	9	0	3.886222839355469e-05
240	9	8	10	0	0	9	0	0.24653244018554688
240	9	8	4	0	0	9	0	8.153915405273438e-05
300	20	25	0	0	0	16	0	1.7404556274414062e-05
300	20	25	1	0	0	16	0	7.152557373046875e-05
300	20	25	10	0	0	16	0	10.73073434829712
300	20	25	4	0	0	16	0	0.0001914501190185547
360	29	18	0	0	0	16	0	1.52587890625e-05
360	29	18	1	0	0	16	0	7.748603820800781e-05
360	29	18	10	0	0	16	0	4.17393946647644
360	29	18	4	0	0	16	0	0.00016307830810546875
420	31	16	0	0	0	18	0	1.5020370483398438e-05
420	31	16	1	0	0	18	0	7.796287536621094e-05
420	31	16	10	0	0	18	0	3.312778949737549
420	31	16	4	0	0	18	0	0.00018215179443359375
480	35	21	0	0	0	19	0	1.5974044799804688e-05
480	35	21	1	0	0	19	0	0.00010013580322265625
480	35	21	10	0	0	19	0	7.672954082489014
480	35	21	4	0	0	19	0	0.00020623207092285156
540	26	19	0	0	0	15	0	1.4781951904296875e-05
540	26	19	1	0	0	15	0	7.772445678710938e-05
540	26	19	10	0	0	15	0	4.536937236785889
540	26	19	4	0	0	15	0	0.00015783309936523438
600	37	19	0	0	0	25	0	2.193450927734375e-05
600	37	19	1	0	0	25	0	0.00011420249938964844
600	37	19	10	0	0	25	0	7.65157151222229
600	37	19	4	0	0	25	0	0.00024247169494628906
660	39	17	0	0	0	22	0	1.4781951904296875e-05
660	39	17	1	0	0	22	0	7.271766662597656e-05
660	39	17	10	0	0	22	0	4.826807022094727
660	39	17	4	0	0	22	0	0.00020742416381835938
720	34	22	0	10	2	22	6	1.9073486328125e-05
720	34	22	1	10	2	22	6	0.00011301040649414062
720	34	22	10	10	2	22	6	8.565757989883423
720	34	22	4	10	2	22	6	0.00023818016052246094
780	36	18	0	3	1	24	4	1.71661376953125e-05
780	36	18	1	3	1	24	4	8.988380432128906e-05
780	36	18	10	3	1	24	4	5.579007863998413
780	36	18	4	3	1	24	4	0.00022673606872558594
840	34	15	0	2	1	24	1	1.71661376953125e-05
840	34	15	1	2	1	24	1	7.605552673339844e-05
840	34	15	10	2	1	24	1	3.293065071105957
840	34	15	4	2	1	24	1	0.00021314620971679688
900	38	15	0	6	1	25	4	1.71661376953125e-05
900	38	15	1	6	1	25	4	9.679794311523438e-05
900	38	15	10	6	1	25	4	3.4417381286621094
900	38	15	4	6	1	25	4	0.0002193450927734375
960	44	25	0	2	1	25	2	1.9311904907226562e-05
960	44	25	1	2	1	25	2	0.00010752677917480469
960	44	25	10	2	1	25	2	15.834815740585327
960	44	25	4	2	1	25	2	0.00028252601623535156
1020	40	19	0	10	2	22	6	2.7894973754882812e-05
1020	40	19	1	10	2	22	6	0.00010418891906738281
1020	40	19	10	10	2	22	6	5.444568872451782
1020	40	19	4	10	2	22	6	0.00026679039001464844
1080	38	14	0	0	0	21	0	1.430511474609375e-05
1080	38	14	1	0	0	21	0	8.034706115722656e-05
1080	38	14	10	0	0	21	0	2.651369333267212
1080	38	14	4	0	0	21	0	0.00018644332885742188
1140	50	30	0	0	0	24	0	1.811981201171875e-05
1140	50	30	1	0	0	24	0	0.0001227855682373047
1140	50	30	10	0	0	24	0	27.61919641494751
1140	50	30	4	0	0	24	0	0.0003025531768798828
1200	39	23	0	3	1	25	2	1.8596649169921875e-05
1200	39	23	1	3	1	25	2	0.000133514404296875
1200	39	23	10	3	1	25	2	12.351220607757568
1200	39	23	4	3	1	25	2	0.0002713203430175781
1260	40	23	0	2	1	24	1	2.002716064453125e-05
1260	40	23	1	2	1	24	1	9.179115295410156e-05
1260	40	23	10	4	2	24	5	10.632242679595947
1260	40	23	4	4	2	24	5	0.00025916099548339844
1320	37	21	0	5	1	21	3	1.8835067749023438e-05
1320	37	21	1	5	1	21	3	9.822845458984375e-05
1320	37	21	10	5	1	21	3	7.8446643352508545
1320	37	21	4	5	1	21	3	0.0002200603485107422
1380	55	22	0	0	0	28	0	1.5735626220703125e-05
1380	55	22	1	0	0	28	0	9.059906005859375e-05
1380	55	22	10	0	0	28	0	12.973385334014893
1380	55	22	4	0	0	28	0	0.0002923011779785156
1440	49	14	0	0	0	24	0	1.4066696166992188e-05
1440	49	14	1	0	0	24	0	6.556510925292969e-05
1440	49	14	10	0	0	24	0	3.0009889602661133
1440	49	14	4	0	0	24	0	0.0002052783966064453
1500	42	19	0	4	1	21	2	1.7881393432617188e-05
1500	42	19	1	4	1	21	2	8.869171142578125e-05
1500	42	19	10	4	1	21	2	5.764146327972412
1500	42	19	4	4	1	21	2	0.00020813941955566406
1560	36	20	0	0	0	18	0	1.5735626220703125e-05
1560	36	20	1	0	0	18	0	8.296966552734375e-05
1560	36	20	10	0	0	18	0	6.41662073135376
1560	36	20	4	0	0	18	0	0.00018930435180664062
1620	41	21	0	0	0	27	0	1.6689300537109375e-05
1620	41	21	1	0	0	27	0	8.606910705566406e-05
1620	41	21	10	0	0	27	0	11.198629140853882
1620	41	21	4	0	0	27	0	0.000278472900390625
1680	43	15	0	14	2	23	7	1.8358230590820312e-05
1680	43	15	1	14	2	23	7	8.511543273925781e-05
1680	43	15	10	14	2	23	7	2.7586660385131836
1680	43	15	4	14	2	23	7	0.00020241737365722656
1740	50	25	0	0	0	29	0	1.7881393432617188e-05
1740	50	25	1	0	0	29	0	0.00010538101196289062
1740	50	25	10	0	0	29	0	19.520984172821045
1740	50	25	4	0	0	29	0	0.000331878662109375
1800	52	20	0	2	1	21	9	1.9311904907226562e-05
1800	52	20	1	2	1	21	9	0.00013494491577148438
1800	52	20	10	2	1	21	9	6.848947048187256
1800	52	20	4	2	1	21	9	0.00021529197692871094
